workclass,marital-status,occupation,race,sex,hours-per-week,native-country,income,net_capital,age_group,education_level
Private,Never-married,Priv-house-serv,White,Female,24,United-States,<=50K,0,young,Medium
Local-gov,Married-civ-spouse,Protective-serv,White,Male,40,United-States,>50K,0,middle_aged,High
State-gov,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K,0,middle_aged,Medium
Private,Never-married,Exec-managerial,White,Female,50,United-States,<=50K,0,young_adult,Medium
Federal-gov,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K,0,middle_aged,High
Private,Never-married,Other-service,Other,Male,40,United-States,<=50K,0,young_adult,High
Private,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Prof-specialty,White,Male,70,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Sales,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Widowed,Priv-house-serv,White,Female,23,United-States,<=50K,0,elderly,Low
Private,Divorced,Exec-managerial,White,Male,40,United-States,<=50K,0,young_adult,Medium
Self-emp-inc,Married-civ-spouse,Machine-op-inspct,White,Male,48,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,<=50K,0,young_adult,Medium
Local-gov,Never-married,Prof-specialty,Black,Female,35,United-States,<=50K,0,young_adult,Medium
Local-gov,Never-married,Exec-managerial,White,Female,72,United-States,>50K,15831,elderly,High
Local-gov,Never-married,Other-service,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K,0,young_adult,High
Self-emp-not-inc,Divorced,Sales,White,Male,64,United-States,<=50K,0,middle_aged,High
Private,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K,0,senior,High
Local-gov,Divorced,Prof-specialty,White,Female,43,United-States,<=50K,0,middle_aged,High
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K,7298,middle_aged,High
Private,Married-civ-spouse,Sales,White,Female,44,Other,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Prof-specialty,White,Male,40,El-Salvador,>50K,0,middle_aged,High
Private,Never-married,Adm-clerical,White,Female,40,Other,<=50K,2907,middle_aged,Medium
Private,Never-married,Adm-clerical,White,Female,43,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Sales,White,Male,40,United-States,>50K,0,senior,High
Private,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K,0,senior,High
Private,Never-married,Sales,Asian-Pac-Islander,Female,20,Other,<=50K,0,young_adult,Low
Local-gov,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K,0,middle_aged,High
Private,Never-married,Other-service,Black,Male,25,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Machine-op-inspct,White,Male,40,Other,>50K,5556,elderly,Medium
Self-emp-not-inc,Married-civ-spouse,Other-service,White,Female,40,United-States,<=50K,2635,middle_aged,Low
Private,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0,young_adult,Medium
Local-gov,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K,5178,middle_aged,High
Private,Never-married,Other-service,White,Female,38,Other,<=50K,0,middle_aged,Low
Local-gov,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K,0,senior,High
Federal-gov,Widowed,Exec-managerial,White,Male,9,United-States,<=50K,0,elderly,Medium
Local-gov,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K,-1902,middle_aged,High
Private,Widowed,Adm-clerical,White,Female,40,United-States,<=50K,0,senior,Medium
State-gov,Never-married,Prof-specialty,White,Female,35,United-States,<=50K,0,middle_aged,High
State-gov,Never-married,Machine-op-inspct,White,Female,40,United-States,<=50K,0,young,Medium
Local-gov,Divorced,Other-service,White,Female,45,United-States,<=50K,0,middle_aged,Medium
Local-gov,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K,0,young_adult,Medium
Local-gov,Married-civ-spouse,Craft-repair,Black,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Sales,Asian-Pac-Islander,Male,40,United-States,<=50K,0,young,High
Private,Divorced,Prof-specialty,White,Female,38,United-States,<=50K,0,middle_aged,Medium
Self-emp-not-inc,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Handlers-cleaners,White,Male,56,Mexico,<=50K,0,young_adult,Low
Private,Never-married,Adm-clerical,Black,Male,35,United-States,<=50K,0,young_adult,High
Private,Married-civ-spouse,Craft-repair,White,Male,25,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Exec-managerial,White,Male,40,United-States,<=50K,0,young,Medium
Local-gov,Married-civ-spouse,Prof-specialty,White,Male,26,United-States,<=50K,0,senior,High
Private,Married-civ-spouse,Sales,White,Male,41,United-States,<=50K,0,young,Medium
Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,<=50K,0,middle_aged,Medium
Private,Divorced,Sales,White,Female,45,United-States,<=50K,0,middle_aged,Medium
Local-gov,Married-civ-spouse,Other-service,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Local-gov,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Handlers-cleaners,Black,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Sales,White,Female,20,United-States,<=50K,0,young,Low
Private,Divorced,Handlers-cleaners,White,Male,43,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Adm-clerical,White,Female,30,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Other-service,White,Female,20,United-States,<=50K,0,young,Medium
Private,Never-married,Prof-specialty,Asian-Pac-Islander,Male,20,United-States,<=50K,4650,young_adult,Medium
Private,Never-married,Transport-moving,White,Male,40,United-States,<=50K,4865,young_adult,High
Private,Married-civ-spouse,Sales,White,Male,45,Other,<=50K,0,young_adult,High
Federal-gov,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K,0,young_adult,High
Private,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K,2407,young_adult,Medium
Local-gov,Married-civ-spouse,Exec-managerial,White,Male,70,United-States,>50K,7688,senior,High
Private,Never-married,Transport-moving,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Craft-repair,White,Male,40,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Farming-fishing,White,Male,45,United-States,<=50K,0,senior,Low
Self-emp-not-inc,Divorced,Prof-specialty,White,Male,50,United-States,>50K,0,senior,High
Private,Divorced,Sales,White,Female,40,United-States,<=50K,0,young_adult,Medium
State-gov,Never-married,Prof-specialty,White,Male,35,United-States,<=50K,0,middle_aged,High
Private,Divorced,Machine-op-inspct,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,40,Germany,<=50K,0,young_adult,Medium
Private,Divorced,Prof-specialty,White,Female,40,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,42,United-States,>50K,0,middle_aged,Medium
Private,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K,0,middle_aged,High
Private,Divorced,Exec-managerial,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Local-gov,Divorced,Adm-clerical,White,Female,20,Mexico,<=50K,594,middle_aged,Medium
Private,Never-married,Sales,Black,Female,58,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K,0,middle_aged,Medium
Private,Married-civ-spouse,Prof-specialty,White,Female,32,United-States,>50K,-1902,young_adult,High
Local-gov,Married-civ-spouse,Craft-repair,Black,Male,40,United-States,>50K,0,middle_aged,Medium
Private,Never-married,Handlers-cleaners,White,Male,50,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Prof-specialty,White,Male,48,United-States,>50K,0,middle_aged,Medium
Private,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K,0,young_adult,Medium
Self-emp-not-inc,Never-married,Sales,White,Female,60,United-States,<=50K,0,middle_aged,High
Private,Married-civ-spouse,Adm-clerical,White,Male,27,United-States,<=50K,0,young_adult,High
Self-emp-inc,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K,0,elderly,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K,-1887,middle_aged,Medium
Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Prof-specialty,White,Female,40,United-States,<=50K,0,young,High
Private,Never-married,Prof-specialty,White,Male,40,United-States,>50K,0,middle_aged,High
Private,Married-civ-spouse,Handlers-cleaners,Black,Male,40,Other,<=50K,0,senior,Medium
Private,Married-civ-spouse,Handlers-cleaners,White,Male,40,United-States,>50K,3103,senior,Medium
Self-emp-not-inc,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K,0,young_adult,High
Private,Never-married,Craft-repair,White,Male,50,Other,>50K,0,young_adult,Low
Private,Married-civ-spouse,Prof-specialty,White,Male,55,United-States,>50K,0,middle_aged,High
Private,Married-civ-spouse,Prof-specialty,White,Male,42,United-States,>50K,0,middle_aged,High
Self-emp-not-inc,Never-married,Craft-repair,White,Male,60,United-States,<=50K,0,young_adult,Medium
Local-gov,Married-civ-spouse,Prof-specialty,White,Female,60,United-States,>50K,0,middle_aged,High
Private,Married-civ-spouse,Sales,White,Male,40,United-States,>50K,0,senior,High
Federal-gov,Married-civ-spouse,Adm-clerical,White,Male,50,United-States,>50K,0,middle_aged,High
Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K,-2392,elderly,High
Private,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K,0,elderly,High
Private,Married-spouse-absent,Other-service,Asian-Pac-Islander,Female,40,Philippines,<=50K,0,young_adult,Medium
Self-emp-not-inc,Married-civ-spouse,Craft-repair,White,Male,72,United-States,>50K,0,middle_aged,Medium
Private,Separated,Tech-support,Asian-Pac-Islander,Male,40,Philippines,<=50K,0,middle_aged,High
Private,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K,7298,young_adult,Medium
Local-gov,Never-married,Prof-specialty,White,Female,35,United-States,<=50K,0,young,High
Private,Never-married,Other-service,White,Female,50,United-States,<=50K,0,senior,High
Private,Never-married,Sales,White,Female,20,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,middle_aged,Low
Self-emp-not-inc,Widowed,Adm-clerical,White,Female,30,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Sales,White,Male,40,United-States,>50K,0,middle_aged,Medium
Self-emp-not-inc,Divorced,Prof-specialty,Black,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Sales,White,Male,70,United-States,>50K,0,middle_aged,High
Private,Never-married,Craft-repair,White,Male,40,Other,<=50K,0,young_adult,Low
Private,Divorced,Prof-specialty,White,Female,40,United-States,<=50K,0,middle_aged,High
Private,Married-civ-spouse,Other-service,White,Male,35,United-States,<=50K,0,young,Medium
Private,Divorced,Sales,White,Female,25,Canada,<=50K,0,middle_aged,Medium
Private,Separated,Machine-op-inspct,White,Female,28,Other,<=50K,0,elderly,Low
Private,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K,0,middle_aged,High
Private,Never-married,Other-service,Asian-Pac-Islander,Female,21,Other,>50K,0,senior,High
Private,Never-married,Sales,Black,Female,35,United-States,<=50K,0,young,Medium
Private,Never-married,Prof-specialty,White,Male,50,United-States,<=50K,0,young,High
Private,Married-civ-spouse,Craft-repair,White,Male,44,United-States,<=50K,0,middle_aged,Low
Federal-gov,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K,0,middle_aged,High
Private,Divorced,Other-service,White,Female,55,United-States,<=50K,-1721,middle_aged,Medium
Private,Married-civ-spouse,Tech-support,Black,Male,40,Other,>50K,-1887,senior,Medium
Private,Never-married,Other-service,White,Male,60,Mexico,<=50K,0,young,Low
Local-gov,Married-civ-spouse,Prof-specialty,White,Female,38,United-States,>50K,0,young,High
Private,Never-married,Prof-specialty,Black,Male,40,United-States,<=50K,0,young,Medium
Private,Never-married,Priv-house-serv,White,Male,30,United-States,<=50K,0,young,Medium
Local-gov,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K,0,middle_aged,High
Private,Never-married,Machine-op-inspct,White,Female,25,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Sales,White,Male,40,United-States,<=50K,0,senior,Medium
Private,Divorced,Sales,Asian-Pac-Islander,Male,45,Other,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Prof-specialty,White,Male,48,United-States,<=50K,0,young_adult,High
Private,Never-married,Machine-op-inspct,White,Female,25,United-States,<=50K,0,young,Medium
Private,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Machine-op-inspct,White,Male,10,United-States,<=50K,0,elderly,Low
State-gov,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K,0,young_adult,Medium
Private,Divorced,Exec-managerial,White,Female,40,United-States,<=50K,0,young,Medium
Self-emp-not-inc,Married-civ-spouse,Farming-fishing,White,Male,50,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K,7688,middle_aged,High
Private,Separated,Craft-repair,White,Female,40,Mexico,<=50K,0,young_adult,Medium
Private,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0,young_adult,Medium
Private,Widowed,Sales,White,Female,40,United-States,<=50K,0,senior,Low
Private,Widowed,Adm-clerical,White,Female,40,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Machine-op-inspct,Black,Female,40,United-States,<=50K,0,young_adult,Medium
Private,Divorced,Sales,White,Male,30,United-States,<=50K,0,middle_aged,Medium
Self-emp-not-inc,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K,0,young_adult,Medium
Self-emp-not-inc,Never-married,Farming-fishing,White,Male,40,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K,-1902,middle_aged,Medium
Private,Married-civ-spouse,Other-service,Black,Male,4,United-States,<=50K,0,elderly,Medium
Private,Divorced,Sales,White,Male,60,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Machine-op-inspct,White,Male,42,United-States,>50K,0,middle_aged,Medium
Local-gov,Married-civ-spouse,Handlers-cleaners,White,Male,40,Mexico,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Sales,White,Male,40,United-States,>50K,0,young_adult,Medium
Private,Never-married,Sales,White,Female,35,Mexico,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K,0,young_adult,High
Private,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K,15024,middle_aged,High
Local-gov,Never-married,Prof-specialty,Amer-Indian-Eskimo,Male,60,United-States,<=50K,0,young_adult,High
Private,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K,0,middle_aged,High
Self-emp-not-inc,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,<=50K,0,young_adult,High
Private,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K,0,senior,Medium
Private,Never-married,Sales,White,Male,45,United-States,<=50K,0,young_adult,High
Private,Never-married,Handlers-cleaners,White,Female,15,United-States,<=50K,0,young,High
Private,Married-civ-spouse,Sales,Black,Male,36,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Sales,White,Female,21,United-States,<=50K,0,senior,Medium
Private,Divorced,Adm-clerical,White,Female,45,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0,young,Medium
Private,Never-married,Sales,White,Female,40,Other,<=50K,0,young_adult,Medium
Self-emp-not-inc,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K,0,young_adult,High
Private,Married-civ-spouse,Sales,White,Male,40,United-States,>50K,0,middle_aged,Medium
